"block_timestamp"	"reason"	"userid"	"matched"
"200601"	"Snowspinner didn't unblock himself... 3RR block stands, about 30 minutes left"	92131	2
"200903"	"3rr on Pacta_conventa_(Croatia)"	188865	2
"200612"	"Vandalism"	2941801	2
"201101"	"[[WP:No personal attacks|Personal attacks]] or [[WP:Harassment|harassment]]: Calling another editor a liar in an ANI discussion about poor choices of word is... well... a poorly chosen word."	555794	2
"200807"	"[[WP:Disruptive editing|Disruptive editing]]"	360160	2
"201011"	"[[WP:Vandalism|Vandalism]]"	13481862	2
"200801"	"[[Wikipedia:Disruptive editing|Disruption]]: and edit warring"	4025949	2
"201008"	"[[WP:Vandalism|Vandalism]]"	12903990	2
"200605"	"3rr on Chinese classic texts"	1098396	2
"200707"	"[[WP:CIVIL|Incivility]], [[WP:3RR|three revert rule]] on adding copyrighted image"	4881702	2
"200712"	"[[WP:EW|Edit warring]]"	5767979	2
"201001"	"[[WP:Disruptive editing|Disruptive editing]]: blanking several user talk pages"	11393643	2
"200704"	"Vandalism"	4067693	2
"200908"	"3rr at Mark Deutrom"	10256313	2
"201101"	"tendentious editing at [[Shakespeare authorship controversy]] and related pages"	13517963	2
"200909"	"disruptive editing, edit warring, incivility"	10238315	2
"200701"	"vandalism after warning"	3350091	2
"200612"	"vandalism"	2923448	2
"201003"	"[[WP:No personal attacks|Personal attacks]] or [[WP:Harassment|harassment]]: including talk page forgery"	11898324	2
"200908"	"[[WP:Edit war|Edit warring]]"	10323675	2
"200606"	"3rr on South Korea national football team"	2400	2
"200607"	"vandalism"	1716467	2
"200608"	"vandalism."	2069460	2
"200706"	"[[Wikipedia:Vandalism|Vandalism]]"	3366852	2
"200605"	"3rr on Liancourt Rocks"	72069	2
"200907"	"[[WP:Disruptive editing|Disruptive editing]]"	10181480	2
"201007"	"[[WP:Edit war|Edit warring]] or violation of the [[WP:Three-revert rule|three-revert rule]]"	12444592	2
"201106"	"Violation of the [[WP:Three-revert rule|three-revert rule]]: [[Greg Mortenson]]"	14727057	2
"200708"	"Creating [[Wikipedia:Vandalism|nonsense]] pages"	5091954	2
"201201"	"[[WP:Disruptive editing|Disruptive editing]]: Incorrectly redirecting, then editing redirects so cannot be reverted without admin intervention"	12030910	2
"200711"	"Personal attacks, incivility, general hostility"	4914710	2
"201102"	"[[WP:Disruptive editing|Disruptive editing]]"	13916749	2
"200601"	"Nothing but vandalism; warned"	797721	2
"200811"	"[[WP:Disruptive editing|Disruptive editing]]: replaced article - prior disruption"	709276	2
"200708"	"inappropriate username"	5003233	2
"201105"	"[[WP:No personal attacks|Personal attacks]] or [[WP:Harassment|harassment]]"	14586760	2
"200811"	"[[WP:Vandalism|Vandalism]]-only account"	8362977	2
"200704"	"Vandalism"	4185964	2
"200811"	"Vandalism, dud image uploads, NPOV violation"	7395760	2
"200710"	"[[Wikipedia:Three-revert rule|Three-revert rule]] violation: by proxy"	3775004	2
"200706"	"[[Wikipedia:Vandalism|Vandalism]]"	949562	2
"200704"	"Vandalism: repeated creation of attack pages and addition of defamatory content"	3756999	2
"200901"	"[[WP:No personal attacks|Personal attacks]] or [[WP:Harassment|harassment]]: continuing after a final warning last night"	8783542	2
"200806"	"[[WP:Disruptive editing|Disruptive editing]]: Continued disruption after (repeated) final warnings"	6880458	2
"201209"	"[[WP:Edit warring|Edit warring]]: over creation of a dubious article"	17354757	2
"200904"	"[[Wikipedia:Vandalism|Vandalism]]"	9509279	2
"201211"	"[[WP:Disruptive editing|Disruptive editing]]"	15664201	2
"200911"	"[[WP:Disruptive editing|Disruptive editing]]"	10581614	2
"200705"	"Disruption; no IP blocks"	2511861	2
"200710"	"[[Wikipedia:Three-revert rule|Three-revert rule]] violation: + [[WP:CIVIL]] + [[WP:NPA]]"	4875742	2
"201212"	"[[WP:Copyright violations|Copyright violations]]"	18032751	2
"200808"	"Making automated or seemingly automated edits in violation of community editing restrictions logged at the bottom of [[Wikipedia:Requests for arbitration/Betacommand 2#Remedies]]"	509520	2
"200805"	"[[WP:Vandalism|Vandalism]]"	7184974	2
"200809"	"[[WP:Vandalism|Vandalism]]-only account"	7854282	2
"201008"	"[[WP:Edit warring|Edit warring]]"	12849651	2
"201108"	"[[WP:No personal attacks|Personal attacks]] or [[WP:Harassment|harassment]]: repeatedly refused to withdraw his comments, and maintained them"	13086276	2
"200802"	"[[WP:VAND|Vandalism]]-only account"	6496706	2
"200811"	"[[WP:Vandalism|Vandalism]]-only account"	8308220	2
"200604"	"[[WP:3RR]] violation at [[Wikipedia:Wikiethics]]. Longer block considering: 1) way more than 4 reverts and 2) 3rd 3RR block this week; isn't getting it"	741964	2
"200610"	"Vandalsim"	2572907	2
"200707"	"Creating inappropriate articles"	4834123	2
"201011"	"Creating [[WP:Copyright violations|copyright violations]]"	2437921	2
"200605"	"very deliberate 3RR on Phil Reiss"	95934	2
"200906"	"copyright violations"	6022574	2
"201002"	"[[WP:Edit war|Edit warring]] or violation of the [[WP:Three-revert rule|three-revert rule]]"	9058423	2
"200607"	"vandalism"	1565646	2
"201212"	"[[WP:Edit warring|Edit warring]]"	14498400	2
"200708"	"[[Wikipedia:Vandalism|Vandalism-only]] account"	5022216	2
"201001"	"[[WP:Disruptive editing|Disruptive editing]]"	11372375	2
"201107"	"[[WP:Edit war|Edit-warring]] on [[Battle of Cortenuova]]"	3673438	2
"200704"	"Vandalism"	4237519	2
"201110"	"[[WP:Disruptive editing|Disruptive editing]]"	15484345	2
"200607"	"vandalism"	1879346	2
"200610"	"3rr on 2006_Israel-Lebanon_conflict"	1768807	2
"200803"	"continued personal attacks and incivility after being asked to cease them"	6473081	2
"200807"	"COI and BLP violating editing on [[Selma Blair]]"	7279336	2
"200902"	"[[WP:3RR|3RR]] violation at [[Geber]]"	8489742	2
"200701"	"vandal"	3405544	2
"200601"	"vandalism, was warned"	825586	2
"200801"	"[[Wikipedia:Vandalism|Vandalism]]"	6100319	2
"200910"	"[[WP:Edit war|Edit warring]]: [[WP:3RR|five reverts]] in the last 20 hours"	10655721	2
"200703"	"persistent vandalism & personal attacks"	3905577	2
"200707"	"[[WP:3RR]] violation at [[Immanuel Velikovsky]]"	4898430	2
"201102"	"[[WP:Disruptive editing|Disruptive editing]]: pure disruptive editing"	13996019	2
"200810"	"[[WP:Disruptive editing|Disruptive editing]]"	7939887	2
"200610"	"3rr on Salafi"	772912	2
"200706"	"POV pushing on Great Global warming Swindle (again)"	1789215	2
"201008"	"[[WP:Vandalism|Vandalism]]"	7876852	2
"201110"	"disruptive edits"	15474792	2
"200602"	"This user has already been blocked once before for personal attacks; he/she comes back and tells us, among other things, that ""American mouths are way too faster than American brain""."	945450	2
"200701"	"Continued violations of Wikipedia image copyright and fair-use policies"	5742651	2
"200904"	"[[WP:Vandalism|Vandalism]]"	9374546	2
"200711"	"[[Wikipedia:Vandalism|Vandalism]]"	3887736	2
"201203"	"Violation of the [[WP:Three-revert rule|three-revert rule]]"	16487251	2
"200804"	"lame revert-warring on [[Liancourt Rocks]]"	5192536	2
"201008"	"[[WP:Vandalism|Vandalism]]"	12474186	2
"200812"	"[[WP:Disruptive editing|Disruptive editing]]"	8477928	2
"200608"	"Abuse, see user talk page and history."	1984469	2
"200601"	"vandalism"	687783	2
"200704"	"personal attacks on talk page following 3RR block"	4129690	2
"200904"	"[[WP:Disruptive editing|Disruptive editing]]:&#32;Repeatedly inserting original research at [[Knight's tour]]. Reported at [[WP:AN3]]"	9484332	2
"200708"	"edit warring"	826061	2
"200602"	"vandalism and adding nonsense despite being asked to stop"	923446	2
"200710"	"Malicious vandalism - deliberate addition of misspellings etc., misleading edit summaries. Possibly a compromised account."	1121403	2
"200707"	"[[Wikipedia:Vandalism|Vandalism]]"	3205223	2
"201009"	"[[WP:3RR|3RR]] violation on [[Messianic Judaism]]"	6009872	2
"201006"	"[[WP:Vandalism|Vandalism]]"	12597946	2
"200805"	"Creating [[WP:Attack page|attack pages]]"	7085175	2
"201007"	"Creating [[WP:Attack page|attack]], [[WP:Patent nonsense|nonsense]] or other inappropriate pages"	12805281	2
"201108"	"Creating [[WP:Attack page|attack]], [[WP:Patent nonsense|nonsense]] or other inappropriate pages"	15136477	2
"201103"	"[[WP:Edit warring|Edit warring]]"	14101152	2
"200904"	"[[WP:Disruptive editing|Disruptive editing]]:&#32;Continued creation of inappropriate pages"	9439626	2
"200902"	"Creating [[WP:Patent nonsense|nonsense]] pages"	8962965	2
"200610"	"repeated recreation of article, having beern warned"	2543409	2
"200708"	"Creating [[Wikipedia:Vandalism|nonsense]] pages"	4465599	2
"200601"	"sockpuppet created to circumvent 3RR in edit war"	756711	2
"201004"	"[[WP:Disruptive editing|Disruptive editing]]"	929196	2
"200701"	"edit warring at [[Turkification]]"	2120864	2
"200804"	"[[WP:Vandalism|Vandalism]]"	6866709	2
"200710"	"Attempting to [[Wikipedia:Civility|harass]] other users"	5378110	2
"200609"	"Continued vandalism, hasn't learned; try to contribute productively"	844623	2
"200701"	"Continued attacks as part of unblock requests"	3260220	2
"200610"	"vandalism"	2105388	2
"200809"	"[[WP:Vandalism|Vandalism]]: page blanking"	7209340	2
"200803"	"[[Wikipedia:Vandalism|Vandalism]]"	6779112	2
"200708"	"massive edit warring w/o using talk"	3557061	2
"201104"	"[[WP:Vandalism|Vandalism]]"	7991563	2
"200908"	"[[WP:Vandalism|Vandalism]]"	3640025	2
"200711"	"Creating [[Wikipedia:Patent nonsense|nonsense]] pages: vandalism"	5870862	2
"200907"	"3rr on Same-sex marriage"	4999821	2
"200601"	"3RR, personal attacks at aertheomatry or whatever it is called"	239447	2
"200912"	"[[WP:Vandalism|Vandalism]]"	11154652	2
"200711"	"[[WP:POINT]] stalking and reverting another user"	5658829	2
"200810"	"[[WP:Vandalism|Vandalism]]"	7992083	2
"200909"	"repeated inappropriate page creaton"	10489082	2
"200605"	"vandalism."	1357116	2
"201102"	"[[WP:Edit warring|Edit warring]]: on [[Electronics City]] including issuing edit warring warning to  [[user:Raji ect ]] "	5471367	2
"201109"	"[[WP:Edit warring|Edit warring]]: [[WP:AN3#User:Artiomjar reported by User:Jc3s5h (Result: 24h)]]"	11660892	2
"200612"	"trolling my talk page - also blocked two IP's related to this user"	2893155	2
"200905"	"[[WP:Vandalism|Vandalism]]"	9719588	2
"200705"	"Vandalism"	4431731	2
"200703"	"repeatedly recreating afd deletions, after being warned, and a past history of interfering with AFDs"	2968176	2
"201101"	"[[WP:Vandalism-only account|Vandalism-only account]]"	13905883	2
"200703"	"vandalism"	3609802	2
"200609"	"3rr on George Galloway"	901482	2
"200802"	"repeated incivility and disruption, [http://en.wikipedia.org/w/index.php?title=Wikipedia%3AAdministrators%27_noticeboard%2FArbitration_enforcement&diff=188497753&oldid=188496978]"	1724505	2
"200808"	"[[WP:NPA|Personal attacks]] or [[WP:Harassment|harassment]] of other users: See [[Talk:Foo Fighters]] history."	5729041	2
"200803"	"[[Wikipedia:Disruptive editing|Disruption]]"	85479	2
"200602"	"Personal attack, again, disruption, again and editor had his/her i month block lifted by me, yet still behaves this way"	733316	2
"200901"	"[[WP:No personal attacks|Personal attacks]] or [[WP:Harassment|harassment]]"	8642580	2
"200804"	"[[Wikipedia:Vandalism|Vandalism]]"	6813142	2
"200809"	"[[WP:Vandalism|Vandalism]]"	6037189	2
"200903"	"Abusing [[WP:Sock puppetry|multiple accounts]]:&#32;See [[Wikipedia:Sockpuppet investigations/85.74.85.109]] logging out to avoid 3RR violation"	7680125	2
"200608"	"3RR (repeat offender), personal attacks"	1673781	2
"200610"	"[[WP:3RR]] violation at [[Moscow]]"	522318	2
"200707"	"Vandal account"	4771709	2
"201109"	"[[WP:Edit warring|Edit warring]]"	7741334	2
"200904"	"[[WP:Disruptive editing|Disruptive editing]]"	8809184	2
"200805"	"[[WP:Disruptive editing|Disruptive editing]]"	5110672	2
"200805"	"[[WP:Vandalism|Vandalism]]"	7154325	2
"200901"	"[[WP:Vandalism|Vandalism]]"	7350415	2
"200603"	"vandalism"	1066478	2
"200611"	"continued edit warring as soon as previous block expired"	1458445	2
"200709"	"vandalism-only account"	5349859	2
"200909"	"[[WP:Edit war|Edit warring]]"	7332691	2
"201101"	"[[WP:Disruptive editing|Disruptive editing]]"	13786657	2
"201212"	"Vandalism"	17079976	2
"200704"	"3RR"	246762	2
"200612"	"creating attack articles, using copyvio, unreferenced"	3138797	2
"201101"	"Violation of the [[WP:Three-revert rule|three-revert rule]]: with harrassment for bonus points"	13722188	2
"200905"	"abuse"	9744929	2
"200606"	"3rr on Steve Nash"	1520617	2
"200910"	"[[WP:Edit war|Edit warring]]: on [[Office Open XML]], plus other disruption actions"	1828747	2
"200701"	"page blanking"	3287733	2
"200912"	"[[WP:Edit war|Edit warring]]"	10426688	2
"200810"	"[[WP:Edit war|Edit warring]]: on [[2008 Weliveriya bombing]] 4reversions while user is on one RR"	3490338	2
"201110"	"[[WP:Disruptive editing|Disruptive editing]]"	7635654	2
"200812"	"[[WP:Vandalism|Vandalism]]"	8468040	2
"200606"	"Chronic image copyright problems"	1337265	2
"201211"	"[[WP:Edit warring|Edit warring]]: [[WP:AN3#User:Proudbulgarian and User:MacedonianBoy reported by User:Peacemaker67 (ARBMAC warnings needed) (Result: Block, warning)]]"	15339404	2
"200805"	"[[WP:Vandalism|Vandalism]]"	7100943	2
"201003"	"Creating [[WP:Copyright violations|copyright violations]]"	11587013	2
"200603"	"harassing user"	1019950	2
"201106"	"[[WP:Edit warring|Edit warring]]: at [[Alexz Johnson]], [[Jude Harrison]] over white balance of lead image"	12761455	2
"201012"	"Abusing [[WP:Sock puppetry|multiple accounts]]: Operator of the vandal account [[User:WPBot]]."	11205988	2
"201212"	"Violation of the [[WP:Three-revert rule|three-revert rule]]"	3366344	2
"200711"	"Incivility including personal attacks"	19634	2
"200705"	"Vandalism"	4070857	2
"200711"	"serious personal attack"	5600737	2
"200707"	"[[Wikipedia:Copyrights|Copyright infringement]]"	2956618	2
"201208"	"[[WP:Disruptive editing|Disruptive editing]]: keeps recreating a page that has been deleted per discussion: [[Wikipedia:Articles for deletion/Đukić (Sandžak)]] also using different page names"	301969	2
"200603"	"3rr vio at [[iranian peoples]]"	657950	2
"200602"	"vandal"	871819	2
"200601"	"Vandalised [[George W. Bush]]."	608214	2
"201111"	"[[WP:Disruptive editing|Disruptive editing]]: repeatedly changing facts without sources"	14084587	2
"200812"	"Repeated recreation of innappropriate pages"	8426122	2
"200703"	"Vandalism"	3843825	2
"200808"	"[[WP:Vandalism|Vandalism]]-only account"	7036885	2
"200803"	"[[Wikipedia:Edit war|Edit warring]]"	3139350	2
"201003"	"[[WP:Vandalism-only account|Vandalism-only account]]"	11941446	2
"200712"	"[[Wikipedia:Vandalism|Vandalism]]-only account"	5934315	2
"200703"	"persistent nonsense from sockpuppets"	3633982	2
"201008"	"Violation of the [[WP:Three-revert rule|three-revert rule]]"	12424037	2
"200609"	"persistant personal attacks"	2148190	2
"200611"	"3RR violation on [[London After Midnight (band)]]"	1079765	2
"201002"	"[[WP:Disruptive editing|Disruptive editing]]: continued edit-war after article protection expires."	3809623	2
"200710"	"[[Wikipedia:Three-revert rule|Three-revert rule]] violation"	5190818	2
"200901"	"abuse"	7665204	2
"201006"	"slow-motion edit-warring on [[Caroline Glick]]"	570868	2
"200801"	"went back to exactly the same edit-warring only minutes after the previous block expired."	2708044	2
"200708"	"inappropriate username"	5062113	2
"201010"	"[[WP:Edit warring|Edit warring]]"	834113	2
"200605"	"3RR break"	1376191	2
"201006"	"Creating [[WP:Copyright violations|copyright violations]]"	12559460	2
"200607"	"violation of 3RR at [[Oprah Winfrey]]"	1713354	2
"200801"	"inappropriate page creation"	3785080	2
"200904"	"[[WP:Vandalism|Vandalism]]"	7777057	2
"200601"	"3RR.  Keeps posting source text under several different titles; refuses to acknowledge contact"	744411	2
"201001"	"[[WP:Disruptive editing|Disruptive editing]]"	11286647	2
"201203"	"[[WP:Disruptive editing|Disruptive editing]]: repeated blanking & refusal to use talk pages & repeated unsourced edits"	16406735	2
"200901"	"[[WP:Edit war|Edit warring]]: Violation of the [[WP:Three-revert rule|three-revert rule]] on"	6257176	2
"200711"	"repeated creation of hoax articles"	5704962	2
"200702"	"vandalism"	3559506	2
"200903"	"[[WP:Vandalism|Vandalism]]"	9117638	2
"200904"	"[[WP:Disruptive editing|Disruptive editing]]:&#32;removing speedy notices from articles they created"	9369897	2
"200709"	"[[Wikipedia:Three-revert rule|Three-revert rule]] violation"	3618221	2
"200710"	"Inappropriate username, vandal account"	5595401	2
"200707"	"Distruption and harassing users; please see contribs"	4446549	2
"200912"	"[[WP:Edit war|Edit warring]]: Can be shortened if agrees to behave"	5097503	2
"200803"	"[[Wikipedia:Vandalism|Vandalism]]"	6593689	2
"200802"	"[[Wikipedia:Vandalism|Vandalism]]: Posting copyright information"	6386600	2
"200710"	"[[Wikipedia:Vandalism|Vandalism]]"	3039317	2
"200807"	"[[WP:Disruptive editing|Disruptive editing]]: deliberate addition of factual errors"	6640896	2
"200705"	"vandalism"	4238456	2
"200708"	"Attempting to [[Wikipedia:Civility|harass]] other users"	4826583	2
"200701"	"vandalism, was warned"	3125008	2
"200608"	"removing warnings, verbal abuse"	2042290	2
"200804"	"[[Wikipedia:Vandalism|Vandalism]]: User states has had a few rum and cokes. Needs some quiet time after several vandalisms."	6822103	2
"200811"	"[[WP:Edit war|Edit warring]]"	8111875	2
"200807"	"[[WP:NPA|Personal attacks]] or [[WP:Harassment|harassment]] of other users: promise lasted just over a month"	3430875	2
"200910"	"[[WP:Disruptive editing|Disruptive editing]]: 3rd attempt at creating article about self"	10358065	2
"200612"	"Vandalism."	2708561	2
"201001"	"[[WP:No personal attacks|Personal attacks]] or [[WP:Harassment|harassment]]"	4022432	2
"200909"	"[[WP:Vandalism|Vandalism]]"	10605159	2
"201104"	"[[WP:Edit warring|Edit warring]]: [[WP:AN3#User:Rajkris reported by User:Qwyrxian (Result: R and K blocked 24 h)]]"	8848602	2
"200706"	"[[Wikipedia:Vandalism|Vandalism]]"	4585662	2
"201010"	"[[WP:Vandalism|Vandalism]]"	13252326	2
"200701"	"disruptive editing:repeatedly adding templates/false info without discussion"	3343963	2
"200703"	"repeated recreation of speedied articles"	3856554	2
"201008"	"[[WP:Disruptive editing|Disruptive editing]]"	12828298	2
"200802"	"[[Wikipedia:Vandalism|Vandalism]]"	6316215	2
"200804"	"[[WP:Disruptive editing|Disruption]]:"	6914118	2
"200711"	"Persistent recreation of inappropriate page"	5819042	2
"200612"	"vandalism"	3064156	2
"200605"	"3rr on Minsk"	83711	2
"200609"	"vandalism only"	2208760	2
"200701"	"Inappropriate username, vandalism"	3281755	2
"200708"	"vandalism-only account"	5056694	2
"200805"	"[[WP:Disruptive editing|Disruptive editing]]"	7203816	2
"200607"	"Violation of [[WP:3RR]] - OK, you were warned"	1674182	2
"200608"	"vandal"	1999014	2
"200707"	"[[Wikipedia:Three-revert rule|Three-revert rule]] violation: 3RR violation"	4003103	2
"201102"	"[[WP:Vandalism|Vandalism]]"	14076255	2
"200811"	"Not backing off from a POV/COI/edit war issue after several warnings. See [[Talk:List of eponymous laws]]."	2548514	2
"200604"	"vandalism, was warned"	1347488	2
"200606"	"Repeated vandalism despite final warning. User was blocked using [[WP:VPRF|VP]]."	1630664	2
"200803"	"[[Wikipedia:Edit war|Edit warring]]"	4695182	2
"200609"	"Blocked user Lidster91 for vandalism"	2230072	2
"200701"	"Vandal account"	3341162	2
"200706"	"[[Wikipedia:Three-revert rule|Three-revert rule]] violation"	1025017	2
"200701"	"Continued violations of Wikipedia image copyright and fair-use policies after multiple warnings"	125710	2
"201108"	"[[WP:Disruptive editing|Disruptive editing]]"	6554377	2
"200609"	"vandalism of [[Eileen Way]]"	2152262	2
"200710"	"inappropriate username"	5476584	2
"201206"	"[[WP:Edit warring|Edit warring]]: Violation of 3RR at Hernan Crespo after being warned.."	14127663	2
"200906"	"[[WP:Vandalism|Vandalism]]"	7439056	2
"200802"	"[[Wikipedia:Edit war|Edit warring]]: on [[Alex Jones (radio)]]"	3693402	2
"200805"	"[[WP:Vandalism|Vandalism]]"	6969375	2
"200801"	"Attempting to [[Wikipedia:Harassment|harass]] other users"	6037659	2
"201006"	"[[WP:Edit war|Edit warring]] or violation of the [[WP:Three-revert rule|three-revert rule]]"	9623461	2
"200712"	"vandalism-only account"	5584277	2
"200612"	"vandalising after final warning"	3043034	2
"200707"	"[[Wikipedia:Vandalism|Vandalism]]"	1511279	2
"200601"	"repeated vandalism"	836948	2
"200905"	"3rr on Arcángel (singer)"	9699607	2
"200907"	"incivility"	7505426	2
"200810"	"Troll"	8180494	2
"201106"	"[[WP:Vandalism|Vandalism]]"	14742428	2
"200905"	"[[WP:Disruptive editing|Disruptive editing]]"	8496099	2
"200601"	"3rr on Anarchism"	287446	2
"200605"	"vandalism, was warned"	1444750	2
"200603"	"vandalism, being offensive to admins"	1043931	2
"200802"	"[[WP:VAND|Vandalism]]-only account"	6459978	2
"200605"	"Vandalism in progress"	1364546	2
"200709"	"persistent incivility"	5304982	2
"200606"	"block being reduced by 24 hours due to misunderstanding about previous 3rr violation"	12620	2
"200708"	"vandalism-only account"	5031937	2
"200805"	"[[WP:Vandalism|Vandalism]]"	7193659	2
"200810"	"[[WP:Vandalism|Vandalism]]-only account"	8161034	2
"200703"	"blatant vandalism"	3892401	2
"200807"	"edit-warring as IP 128.120.161.137"	7222784	2
"201212"	"[[WP:Disruptive editing|Disruptive editing]]: repeated [[WP:CSD]] template removal"	18124944	2
"201211"	"[[WP:Disruptive editing|Disruptive editing]]"	17833243	2
"201008"	"Violations of the [[WP:BLP|Biographies of living persons policy]]"	12788064	2
"200807"	"[[WP:Disruptive editing|Disruptive editing]]: Restoring defamatory material to the article Talk page after an official warning"	7143662	2
"201006"	"[[WP:Edit war|Edit warring]] or violation of the [[WP:Three-revert rule|three-revert rule]]: same article"	4901391	2
"201010"	"[[WP:No personal attacks|Personal attacks]] or [[WP:Harassment|harassment]]"	13082113	2
"201010"	"[[WP:Disruptive editing|Disruptive editing]]"	13017616	2
"200712"	"[[Wikipedia:Vandalism|Vandalism]]"	5928617	2
"200809"	"[[WP:Edit war|Edit warring]]"	4834850	2
"200705"	"[[Wikipedia:Vandalism|Vandalism]]"	524532	2
"200802"	"[[Wikipedia:Vandalism|Vandalism]]"	6528334	2
"200909"	"[[WP:Edit war|Edit warring]]: on [[Gaza War]]"	7089944	2
"201108"	"[[WP:Edit warring|Edit warring]]: [[List of federal political sex scandals in the United States]]"	12291342	2
"200809"	"[[WP:No personal attacks|Personal attacks]] or [[WP:Harassment|harassment]]"	7239623	2
"200612"	"Continued violation of Wikipedia image copyright and fair-use policies"	1150949	2
"200712"	"Persistent copyright violation (images) after multiple warnings"	4434791	2
"200612"	"trolling"	1974053	2
"200608"	"history of nonsense edits, a few good faith as well so giving an 24 hour block"	1551171	2
"200703"	"Disruption and [[WP:CIVIL|incivility]]"	3534898	2
"200910"	"[[WP:Vandalism|Vandalism]]"	10753489	2
"200701"	"3RR with sockpuppet"	3363870	2
"200610"	"restoring deleted content after warning, violation of 3RR"	2469875	2
"200804"	"[[Wikipedia:Vandalism|Vandalism]]"	6615125	2
"200709"	"Attempting to [[Wikipedia:Civility|harass]] other users: Posting personal information about another user is a serious offence."	4932600	2
"200903"	"abuse"	9161011	2
"200702"	"strong attacks"	1665802	2
"200607"	"personal attacks"	907712	2
"200601"	"3RR, vandalism"	758586	2
"200604"	"repeated vandalism of afd discussion"	1179338	2
"200809"	"[[WP:Vandalism|Vandalism]]-only account"	7195341	2
"200605"	"recreating vandalism pages"	1447407	2
"200805"	"[[WP:Vandalism|Vandalism]]"	7044789	2
"200709"	"vandalism-only account"	5244392	2
"200608"	"repeated uploads of copyvio images"	1928562	2
"200602"	"won't stop adding nonsense"	912978	2
"201010"	"[[WP:Disruptive editing|Disruptive editing]]: Continuing pattern at [[Targeted killing]] and [[Assassination]]. [[Wikipedia:Tendentious editing]]."	26801	2
"200710"	"Creating [[Wikipedia:Vandalism|nonsense]] pages"	5415854	2
"200801"	"Attempting to [[Wikipedia:Harassment|harass]] other users"	6160067	2
"201006"	"[[WP:No personal attacks|Personal attacks]] or [[WP:Harassment|harassment]]: http://en.wikipedia.org/w/index.php?title=Talk:Frances_Farmer&diff=prev&oldid=367406305"	9271878	2
"201104"	"copyvio image uploads despite multiple prior warnings"	12342469	2
"200902"	"persostent copyright violations"	8962114	2
"200906"	"Repeated [[WP:Copyright violations|copyright violations]]"	9979192	2
"201003"	"more climate chart vandalism; weird mixture of correct and falsifying edits; refuses to talk."	11905994	2
"201203"	"[[WP:Edit warring|Edit warring]]: [[Jeremy Lin]]"	14469619	2
"200907"	"[[WP:No personal attacks|Personal attacks]] or [[WP:Harassment|harassment]]"	10052422	2
"200602"	"trolling + personal attacks on Cool Cat (""Turkish Nationalist"")"	794140	2
"200603"	"3RR violation at [[Sweden Democrats]]"	1059306	2
"200609"	"Vandalism, and proud of it"	2137140	2
"200805"	"[[WP:Vandalism|Vandalism]]"	7058387	2
"200704"	"Peristent disruption"	1861996	2
"201201"	"chronic disruptive editing"	7037910	2
"200701"	"recurring vandal"	3011370	2
"200609"	"3RR violation in [[Lead came and copper foil glasswork]]"	2166911	2
"200611"	"Multiple 3RR"	575907	2
"200905"	"not editing cooperatively; blanking others' talk pages"	9448683	2
"200711"	"Incredibly petty edit-warring, comes straight back off a block to edit-war again, user is clearly treating WP like a battleground, last block before indef."	4582847	2
"200805"	"somehow running Huggle while it's disabled for this user for abuse of it, short block to sort this out"	6570313	2
"200707"	"[[Wikipedia:Vandalism|Vandalism]]: Vandalism - has been warned"	4767449	2
"200805"	"{{usernameblock}}: inappropriate username, please create a new account"	7024796	2
"201003"	"Canvassing"	62211	2
"201206"	"[[WP:Disruptive editing|Disruptive editing]]: repeatedly uploading fair-use images that violate policy"	15119925	2
"200904"	"[[WP:Disruptive editing|Disruptive editing]]:&#32;deliberately, repeatedly misrepresenting [[WP:EL]]"	6660588	2
"200905"	"socking with The Diamond Apex to avoid arbitration sanctions"	630978	2
"200603"	"Blatant vandalism, multiple warnings"	1179829	2
"200702"	"3rr on Springfield Park Elementary School"	118722	2
"200703"	"disruptive editing on [[Template:Infobox Football club]]"	3865105	2
"200610"	"Trolling, posting warnings to other users, failing to relieze what [[WP:OWN]] means. Please read up on this during the time you are blocked, thanks"	2181317	2
"200902"	"[[WP:Edit war|Edit warring]]: Violation of the [[WP:Three-revert rule|three-revert rule]]"	3720099	2
"201102"	"Vandal account"	13974164	2
"200609"	"vandalism."	2308055	2
"201105"	"[[WP:Disruptive editing|Disruptive editing]]"	11926669	2
"200809"	"contiuing to create inappropriate pages"	7946915	2
"200612"	"vandalism"	2942881	2
"200702"	"multiple warnings, repeat vandal"	3689138	2
"200805"	"Repeates posting of [[WP:BLP]]-noncompliant content on user page"	410095	2
"200804"	"[[Wikipedia:Vandalism|Vandalism]]"	6801797	2
"201003"	"Creating [[WP:Attack page|attack]], [[WP:Patent nonsense|nonsense]] or other inappropriate pages"	11964838	2
"200909"	"[[WP:Vandalism|Vandalism]]"	7175124	2
"200802"	"Abusing [[Wikipedia:Sock puppetry|sock puppet]] accounts: Recidivist vandal"	6431147	2
"201201"	"[[WP:Disruptive editing|Disruptive editing]]: possible sock of Beii.yahh"	16024196	2
"200610"	"Edit warring on [[Rudolf Steiner]]. Simply, do not revert. Discuss disputed changes on the talk page."	992431	2
"200903"	"abuse"	9281366	2
"201003"	"[[WP:Disruptive editing|Disruptive editing]]"	11957373	2
"200701"	"Vandal account - vandalized the userpage once again (anonymously) immediately after the block"	1982770	2
"201101"	"[[WP:Disruptive editing|Disruptive editing]]"	13768911	2
